"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"loop_maximum_fusion_14.kd",2808,13957423,4970,0.016148255088989066
"loop_add_rsqrt_fusion_17.kd",5000,13054071,2610,0.01510310810654478
"Cijk_Alik_Bljk_SB_MT16x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG16_4_1_WGM5.kd",2052,12809907,6242,0.014820618813532171
"void ck::tensor_operation::device::(anonymous namespace)::kernel_grouped_conv_fwd_multiple_abd_xdl_cshuffle<ck::GridwiseGemmMultipleD_xdl_cshuffle<float, float, float, float, float, ck::Tuple<>, float, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::InMemoryDataOperationEnum)0, 1, 256, 128, 64, 16, 4, 4, 32, 32, 2, 1, ck::Sequence<4, 64, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 4, 4, false, 1, ck::Sequence<4, 64, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 4, 4, false, 1, 1, 1, ck::Sequence<1, 16, 1, 16>, 4, (ck::LoopScheduler)0, (ck::PipelineVersion)0, float>, float const*, float const*, ck::Tuple<>, float, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int, int, int>, ck::Tuple<int, int, int, int>, false>, ck::PassThrough<int>, ck::Pad<int, int, int, false>, ck::Pad<int, int, int, false>, ck::PassThrough<int>, ck::PassThrough<int>, ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, int>, false>, ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, int>, false>, ck::PassThrough<int>, ck::Merge_v2_magic_division<ck::Tuple<int, int, int> >, ck::Merge_v2_magic_division<ck::Tuple<int, int, int> >, ck::RightPad<int, int, false>, ck::RightPad<int, int, false>, ck::UnMerge<ck::Tuple<int, ck::integral_constant<int, 4> >, false>, ck::PassThrough<int> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5>, ck::Sequence<6>, ck::Sequence<7>, ck::Sequence<8>, ck::Sequence<9, 11, 13>, ck::Sequence<10, 12, 14>, ck::Sequence<15>, ck::Sequence<16>, ck::Sequence<18>, ck::Sequence<17> >, ck::Tuple<ck::Sequence<1, 2, 3, 4>, ck::Sequence<5>, ck::Sequence<6>, ck::Sequence<7>, ck::Sequence<8>, ck::Sequence<9>, ck::Sequence<10, 11>, ck::Sequence<12, 13>, ck::Sequence<14>, ck::Sequence<15>, ck::Sequence<16>, ck::Sequence<17>, ck::Sequence<18>, ck::Sequence<19, 20>, ck::Sequence<21> >, ck::Sequence<19, 21, 20>, long>, ck::TensorDescriptor<ck::Tuple<ck::UnMerge<ck::Tuple<int, int>, false>, ck::RightPad<int, int, false>, ck::RightPad<int, int, false>, ck::UnMerge<ck::Tuple<int, ck::integral_constant<int, 4> >, false>, ck::PassThrough<int> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2>, ck::Sequence<4>, ck::Sequence<3> >, ck::Tuple<ck::Sequence<1, 2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5, 6>, ck::Sequence<7> >, ck::Sequence<5, 7, 6>, long>, ck::Tuple<>, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, int>, false>, ck::RightPad<int, int, false>, ck::RightPad<int, int, false>, ck::UnMerge<ck::Tuple<int, ck::integral_constant<int, 128> >, false>, ck::UnMerge<ck::Tuple<int, ck::integral_constant<int, 64> >, false> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2>, ck::Sequence<3>, ck::Sequence<4> >, ck::Tuple<ck::Sequence<1, 2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5, 6>, ck::Sequence<7, 8> >, ck::Sequence<5, 6, 7, 8>, long>, ck::BlockToCTileMap_M00_N0_M01Adapt<128, 64, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, int>, false>, ck::RightPad<int, int, false>, ck::RightPad<int, int, false> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2> >, ck::Tuple<ck::Sequence<1, 2>, ck::Sequence<3>, ck::Sequence<4> >, ck::Sequence<3, 4>, long> >, ck::tensor_operation::device::ComputePtrOffsetOfStridedBatch<1, 1, 0, void>, ck::tensor_operation::device::ComputePtrOffsetOfStridedBatch<1, 1, 0, void>, true, false, false>(float const*, float const*, ck::Tuple<>, float*, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int, int, int>, ck::Tuple<int, int, int, int>, false>, ck::PassThrough<int>, ck::Pad<int, int, int, false>, ck::Pad<int, int, int, false>, ck::PassThrough<int>, ck::PassThrough<int>, ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, int>, false>, ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, int>, false>, ck::PassThrough<int>, ck::Merge_v2_magic_division<ck::Tuple<int, int, int> >, ck::Merge_v2_magic_division<ck::Tuple<int, int, int> >, ck::RightPad<int, int, false>, ck::RightPad<int, int, false>, ck::UnMerge<ck::Tuple<int, ck::integral_constant<int, 4> >, false>, ck::PassThrough<int> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5>, ck::Sequence<6>, ck::Sequence<7>, ck::Sequence<8>, ck::Sequence<9, 11, 13>, ck::Sequence<10, 12, 14>, ck::Sequence<15>, ck::Sequence<16>, ck::Sequence<18>, ck::Sequence<17> >, ck::Tuple<ck::Sequence<1, 2, 3, 4>, ck::Sequence<5>, ck::Sequence<6>, ck::Sequence<7>, ck::Sequence<8>, ck::Sequence<9>, ck::Sequence<10, 11>, ck::Sequence<12, 13>, ck::Sequence<14>, ck::Sequence<15>, ck::Sequence<16>, ck::Sequence<17>, ck::Sequence<18>, ck::Sequence<19, 20>, ck::Sequence<21> >, ck::Sequence<19, 21, 20>, long>, ck::TensorDescriptor<ck::Tuple<ck::UnMerge<ck::Tuple<int, int>, false>, ck::RightPad<int, int, false>, ck::RightPad<int, int, false>, ck::UnMerge<ck::Tuple<int, ck::integral_constant<int, 4> >, false>, ck::PassThrough<int> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2>, ck::Sequence<4>, ck::Sequence<3> >, ck::Tuple<ck::Sequence<1, 2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5, 6>, ck::Sequence<7> >, ck::Sequence<5, 7, 6>, long>, ck::Tuple<>, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, int>, false>, ck::RightPad<int, int, false>, ck::RightPad<int, int, false>, ck::UnMerge<ck::Tuple<int, ck::integral_constant<int, 128> >, false>, ck::UnMerge<ck::Tuple<int, ck::integral_constant<int, 64> >, false> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2>, ck::Sequence<3>, ck::Sequence<4> >, ck::Tuple<ck::Sequence<1, 2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5, 6>, ck::Sequence<7, 8> >, ck::Sequence<5, 6, 7, 8>, long>, ck::BlockToCTileMap_M00_N0_M01Adapt<128, 64, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, int>, false>, ck::RightPad<int, int, false>, ck::RightPad<int, int, false> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2> >, ck::Tuple<ck::Sequence<1, 2>, ck::Sequence<3>, ck::Sequence<4> >, ck::Sequence<3, 4>, long> >, ck::tensor_operation::device::ComputePtrOffsetOfStridedBatch<1, 1, 0, void>, ck::tensor_operation::device::ComputePtrOffsetOfStridedBatch<1, 1, 0, void>) [clone .kd]",200,12787993,63939,0.01479526507437702
"loop_add_multiply_rsqrt_fusion_1.kd",5000,12451830,2490,0.014406336124134571
"input_reduce_fusion_75.kd",2808,12297425,4379,0.014227694885919224
"Cijk_Alik_Bljk_SB_MT16x16x32_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU32_SUM0_SUS128_SCIUI1_SPO0_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG16_4_1_WGM5.kd",1074,12236789,11393,0.014157541133641606
"loop_maximum_fusion_2.kd",468,11761111,25130,0.01360719815956823
"loop_pad_fusion.kd",468,11239666,24016,0.01300390435132885
"wrapped_transpose_25.kd",468,11095990,23709,0.012837676194586334
"wrapped_transpose_43.kd",468,10683027,22826,0.012359892303798314
"loop_add_rsqrt_fusion_16.kd",5000,10654392,2130,0.012326762600380054
"loop_reduce_fusion_2.kd",5468,10341428,1891,0.011964674089795372
"loop_reduce_window_fusion.kd",468,10299508,22007,0.01191617410141425
"loop_maximum_fusion_27.kd",2340,10274711,4390,0.011887484831092525
"loop_transpose_fusion_5.kd",2340,10071823,4304,0.011652750440761674
"loop_add_rsqrt_fusion_15.kd",5000,9761591,1952,0.01129382275957244
"Cijk_Alik_Bljk_SB_MT64x128x32_MI32x32x2x1_SE_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA1_GLVWB1_GRCGA1_GRCGB1_GRPM1_GRVW1_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA2_LPB2_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS0_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW2_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_64_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG64_4_1_WGM15.kd",42,9540469,227154,0.011037992262654246
"Cijk_Alik_Bljk_SB_MT32x64x16_MI16x16x4x1_SE_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA2_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR1_PLR5_PKA0_SIA3_SLW1_SS0_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW2_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_8_1_WGM15.kd",1026,9306549,9070,0.0107673549229092
"input_reduce_fusion_88.kd",1404,8985756,6400,0.010396208530429581
"input_reduce_fusion_68.kd",2808,8956794,3189,0.010362700499334779
"Cijk_Alik_Bljk_SB_MT16x16x32_MI16x16x4x1_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS0_SU32_SUM0_SUS256_SCIUI1_SPO0_SRVW0_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG16_4_1_WGM1.kd",2052,8848475,4312,0.010237379167239003
"wrapped_transpose_14.kd",1872,8457259,4517,0.009784755802389064
"miopenGcnAsmWinogradXformData_3_3_6_6.kd",40,8422385,210559,0.009744407792016848
"wrapped_transpose_1.kd",1872,8347190,4458,0.009657409780892837
"input_reduce_fusion_66.kd",2340,8333435,3561,0.00964149572220528
"Cijk_S.kd",2228,7999673,3590,0.00925534464582025
"loop_pad_fusion_1.kd",468,7464468,15949,0.008636130994066456
"Cijk_Alik_Bljk_SB_MT16x16x32_MI16x16x4x1_SE_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR1_PLR9_PKA0_SIA3_SLW1_SS0_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW2_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG16_4_1_WGM1.kd",1028,7318708,7119,0.008467491721489345
"Cijk_Ailk_Bjlk_SB_MT64x16x32_MI16x16x4x1_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA1_GLVWB1_GRCGA1_GRCGB1_GRPM1_GRVW1_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA0_LBSPPB0_LPA0_LPB0_LDL1_LRVW1_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_PKA0_SIA3_SLW1_SS0_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS0_UMLDSA0_UMLDSB0_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG64_4_1_WGM2.kd",1036,7071352,6825,0.00818130939501031
"Cijk_Alik_Bljk_SB_MT16x16x32_MI16x16x4x1_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS0_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG16_4_1_WGM1.kd",1028,6861115,6674,0.00793807246616293
"Cijk_Alik_Bljk_SB_MT16x64x32_MI16x16x4x1_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA2_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS0_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG16_16_1_WGM2.kd",42,6773275,161268,0.007836444627913936
"miopenGcnAsmWinogradXformFilter_3_3_6_6.kd",40,6530077,163251,0.007555072963450376
"input_reduce_fusion_91.kd",936,6232794,6658,0.007211126826859121
"loop_maximum_fusion_6.kd",468,6214073,13277,0.007189467278135767
"wrapped_transpose_3.kd",1404,6200954,4416,0.007174289049424604
"Cijk_Alik_Bljk_SB_MT32x32x32_MI16x16x4x1_SE_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA2_GLVWB2_GRCGA1_GRCGB1_GRPM1_GRVW2_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA2_LPB2_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR1_PLR9_PKA0_SIA3_SLW1_SS0_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW2_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_8_1_WGM1.kd",1028,6139194,5971,0.007102834868069208
"wrapped_transpose_15.kd",1404,5983679,4261,0.006922909398291289
"input_reduce_fusion_65.kd",468,5461754,11670,0.0063190602466735
"input_reduce_fusion_105.kd",1872,5328313,2846,0.006164673630510202
"loop_pad_fusion_2.kd",468,5183190,11075,0.005996771344874855
"xla::gpu::buffer_comparator::(anonymous namespace)::xla_fp32_comparison(float*, float*, float, unsigned long, int*) [clone .kd]",943,4934715,5232,0.005709294374144903
"Cijk_Alik_Bljk_SB_MT32x32x32_MI16x16x4x1_SE_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR1_PLR9_PKA0_SIA3_SLW1_SS0_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW2_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_8_1_WGM1.kd",1028,4878073,4745,0.005643761541561802
"input_reduce_fusion_97.kd",1872,4739351,2531,0.0054832649912706245
"input_transpose_fusion_3.kd",936,4657755,4976,0.005388861244802444
"input_reduce_fusion_119.kd",468,4596476,9821,0.00531796356379083
"Cijk_Ailk_Bljk_SB_MT32x32x32_MI16x16x4x1_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA1_GLVWB1_GRCGA1_GRCGB1_GRPM1_GRVW1_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA0_LBSPPB128_LPA0_LPB2_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS0_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW2_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_8_1_WGM1.kd",10,4399035,439903,0.005089531163839558
"Cijk_Ailk_Bljk_SB_MT16x64x32_MI16x16x4x1_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA1_GLVWB1_GRCGA1_GRCGB1_GRPM1_GRVW1_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA0_LBSPPB128_LPA0_LPB2_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR1_PLR9_PKA0_SIA3_SLW1_SS0_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG16_16_1_WGM1.kd",10,4260476,426047,0.004929223198903965
"Cijk_Ailk_Bljk_SB_MT32x32x32_MI16x16x4x1_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA1_GLVWB1_GRCGA1_GRCGB1_GRPM1_GRVW1_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA0_LBSPPB128_LPA0_LPB2_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS0_SU32_SUM0_SUS256_SCIUI1_SPO0_SRVW2_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_8_1_WGM1.kd",10,4004477,400447,0.004633041220717439
